Land-Ocean: Global Means
Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,J-D,D-N,DJF,MAM,JJA,SON
1898,-.03,-.31,-.52,-.31,-.31,-.20,-.23,-.27,-.22,-.35,-.39,-.24,-.28,-.28,-.18,-.38,-.23,-.32
1899,-.17,-.39,-.37,-.21,-.23,-.32,-.16,-.09,-.05,-.04,.12,-.27,-.18,-.18,-.27,-.27,-.19,.01
1900,-.37,-.06,.00,-.10,-.09,-.10,-.13,-.09,-.06,.09,-.07,-.07,-.09,-.10,-.23,-.06,-.11,-.01
1901,-.22,-.11,.06,-.03,-.15,-.12,-.15,-.20,-.23,-.29,-.17,-.28,-.16,-.14,-.14,-.04,-.16,-.23
1902,-.17,-.09,-.28,-.28,-.33,-.32,-.28,-.30,-.29,-.30,-.37,-.43,-.29,-.27,-.18,-.30,-.30,-.32
1903,-.25,-.07,-.24,-.42,-.40,-.43,-.35,-.45,-.49,-.47,-.42,-.52,-.38,-.37,-.25,-.35,-.41,-.46
1904,-.64,-.59,-.52,-.51,-.52,-.49,-.52,-.50,-.56,-.40,-.19,-.34,-.48,-.50,-.58,-.52,-.50,-.38
1905,-.36,-.60,-.22,-.34,-.30,-.29,-.27,-.20,-.19,-.25,-.08,-.14,-.27,-.29,-.43,-.29,-.25,-.17
1906,-.29,-.30,-.19,-.06,-.26,-.20,-.23,-.20,-.28,-.20,-.38,-.15,-.23,-.23,-.24,-.17,-.21,-.29
1907,-.43,-.51,-.27,-.37,-.46,-.42,-.35,-.35,-.34,-.23,-.47,-.47,-.39,-.36,-.37,-.37,-.37,-.35
1908,-.45,-.33,-.56,-.45,-.38,-.39,-.36,-.47,-.36,-.44,-.52,-.50,-.43,-.43,-.42,-.46,-.41,-.44
1909,-.74,-.47,-.55,-.60,-.55,-.52,-.46,-.34,-.39,-.40,-.33,-.57,-.49,-.49,-.57,-.57,-.44,-.37
1910,-.43,-.42,-.51,-.43,-.35,-.40,-.35,-.37,-.39,-.41,-.58,-.68,-.44,-.44,-.47,-.43,-.37,-.46
1911,-.63,-.59,-.61,-.55,-.52,-.51,-.43,-.44,-.41,-.27,-.22,-.23,-.45,-.49,-.63,-.56,-.46,-.30
1912,-.28,-.17,-.40,-.19,-.22,-.25,-.43,-.55,-.58,-.59,-.40,-.44,-.37,-.36,-.22,-.27,-.41,-.52
1913,-.42,-.47,-.44,-.41,-.45,-.46,-.37,-.34,-.35,-.33,-.21,-.04,-.36,-.39,-.44,-.43,-.39,-.30
1914,.02,-.11,-.26,-.31,-.22,-.26,-.25,-.17,-.18,-.04,-.17,-.05,-.17,-.17,-.04,-.26,-.23,-.13
1915,-.22,-.04,-.11,.06,-.06,-.23,-.13,-.23,-.21,-.25,-.14,-.22,-.15,-.13,-.10,-.04,-.20,-.20
1916,-.14,-.15,-.29,-.31,-.36,-.50,-.37,-.28,-.36,-.33,-.47,-.82,-.37,-.32,-.17,-.32,-.39,-.39
1917,-.57,-.63,-.63,-.55,-.56,-.44,-.26,-.23,-.23,-.45,-.34,-.68,-.46,-.48,-.68,-.58,-.31,-.34
1918,-.48,-.35,-.26,-.45,-.43,-.37,-.32,-.32,-.17,-.06,-.12,-.30,-.30,-.34,-.51,-.38,-.34,-.12
1919,-.20,-.24,-.21,-.13,-.28,-.36,-.29,-.33,-.25,-.20,-.42,-.43,-.28,-.27,-.25,-.21,-.33,-.29
1920,-.26,-.27,-.12,-.25,-.27,-.36,-.31,-.26,-.22,-.27,-.28,-.47,-.28,-.27,-.32,-.21,-.31,-.25
1921,-.05,-.18,-.23,-.30,-.30,-.27,-.15,-.27,-.19,-.03,-.15,-.18,-.19,-.22,-.23,-.28,-.23,-.12
1922,-.34,-.45,-.15,-.23,-.33,-.31,-.27,-.33,-.35,-.31,-.14,-.20,-.29,-.28,-.32,-.24,-.30,-.27
1923,-.27,-.39,-.34,-.41,-.34,-.29,-.31,-.34,-.31,-.13,-.02,-.04,-.27,-.28,-.29,-.36,-.32,-.16
1924,-.22,-.23,-.09,-.30,-.18,-.26,-.29,-.36,-.32,-.35,-.20,-.43,-.27,-.24,-.16,-.19,-.30,-.29
1925,-.38,-.39,-.27,-.26,-.29,-.33,-.27,-.21,-.20,-.17,.05,.06,-.22,-.26,-.40,-.27,-.27,-.11
1926,.21,.02,.11,-.13,-.23,-.26,-.27,-.13,-.14,-.11,-.07,-.30,-.11,-.08,.10,-.08,-.22,-.11
1927,-.27,-.18,-.39,-.31,-.26,-.28,-.19,-.24,-.12,-.01,-.06,-.33,-.22,-.22,-.25,-.32,-.24,-.06
1928,-.02,-.09,-.25,-.29,-.30,-.39,-.20,-.22,-.21,-.19,-.10,-.16,-.20,-.22,-.15,-.28,-.27,-.17
1929,-.45,-.58,-.33,-.42,-.38,-.43,-.37,-.33,-.25,-.14,-.12,-.55,-.36,-.33,-.40,-.37,-.38,-.17
1930,-.31,-.27,-.11,-.25,-.24,-.22,-.21,-.15,-.15,-.12,.17,-.06,-.16,-.20,-.37,-.20,-.19,-.03
1931,-.11,-.20,-.11,-.23,-.20,-.08,-.04,-.04,-.07,.06,-.06,-.05,-.09,-.09,-.12,-.18,-.05,-.02
1932,.15,-.17,-.18,-.06,-.18,-.29,-.25,-.22,-.11,-.09,-.27,-.27,-.16,-.14,-.03,-.14,-.25,-.16
1933,-.24,-.30,-.29,-.24,-.29,-.34,-.22,-.24,-.29,-.25,-.31,-.45,-.29,-.27,-.27,-.28,-.27,-.28
1934,-.21,-.03,-.29,-.31,-.10,-.15,-.11,-.12,-.15,-.07,.03,-.03,-.13,-.16,-.23,-.23,-.13,-.06
1935,-.34,.14,-.14,-.38,-.29,-.27,-.22,-.22,-.21,-.06,-.26,-.17,-.20,-.19,-.08,-.27,-.24,-.18
1936,-.28,-.38,-.21,-.21,-.16,-.22,-.10,-.14,-.09,-.03,.01,-.01,-.15,-.17,-.28,-.19,-.15,-.04
1937,-.08,.03,-.21,-.16,-.06,-.05,-.04,.01,.09,.08,.07,-.08,-.03,-.03,-.02,-.14,-.03,.08
1938,.08,.03,.10,.06,-.10,-.17,-.10,-.06,.01,.14,.07,-.13,-.01,.00,.01,.02,-.11,.07
1939,-.06,-.07,-.18,-.10,-.05,-.07,-.06,-.07,-.08,-.04,.07,.42,-.02,-.07,-.08,-.11,-.07,-.02
1940,-.01,.08,.09,.17,.11,.11,.12,.06,.15,.11,.16,.31,.12,.13,.16,.12,.10,.14
1941,.17,.30,.10,.16,.16,.12,.21,.14,.02,.35,.22,.21,.18,.19,.26,.14,.16,.19
1942,.29,.02,.05,.09,.11,.04,.00,-.04,-.03,.01,.09,.11,.06,.07,.17,.08,.00,.02
1943,-.01,.17,-.04,.11,.06,-.05,.08,.00,.05,.23,.20,.23,.09,.08,.09,.04,.01,.16
1944,.36,.24,.26,.19,.18,.15,.17,.18,.28,.26,.11,.04,.20,.22,.28,.21,.17,.22
1945,.10,.01,.06,.20,.06,.01,.04,.26,.21,.19,.07,-.07,.09,.10,.05,.11,.10,.15
1946,.15,.03,.01,.06,-.07,-.21,-.12,-.20,-.07,-.08,-.06,-.31,-.07,-.05,.04,.00,-.18,-.07
1947,-.07,-.08,.06,.06,-.02,-.02,-.04,-.07,-.12,.07,.02,-.13,-.03,-.04,-.15,.03,-.04,-.01
1948,.06,-.15,-.24,-.12,-.01,-.05,-.11,-.12,-.14,-.05,-.13,-.24,-.11,-.10,-.07,-.12,-.09,-.11
1949,.06,-.14,-.02,-.11,-.10,-.27,-.13,-.13,-.14,-.07,-.10,-.18,-.11,-.12,-.11,-.08,-.18,-.10
1950,-.26,-.27,-.08,-.21,-.11,-.05,-.09,-.16,-.11,-.20,-.34,-.22,-.18,-.17,-.24,-.13,-.10,-.22
1951,-.34,-.41,-.20,-.14,.00,-.07,-.01,.06,.05,.08,-.01,.15,-.07,-.10,-.33,-.12,-.01,.04
1952,.11,.11,-.08,.03,-.03,-.03,.04,.05,.07,.00,-.13,-.02,.01,.03,.13,-.03,.02,-.02
1953,.07,.15,.11,.19,.11,.12,.01,.05,.05,.08,-.03,.05,.08,.08,.07,.14,.06,.03
1954,-.24,-.10,-.15,-.14,-.20,-.18,-.19,-.17,-.10,-.02,.08,-.18,-.13,-.11,-.10,-.16,-.18,-.01
1955,.13,-.16,-.32,-.22,-.20,-.13,-.11,.02,-.11,-.05,-.25,-.28,-.14,-.13,-.07,-.25,-.07,-.14
1956,-.13,-.24,-.21,-.28,-.29,-.15,-.09,-.25,-.19,-.23,-.15,-.06,-.19,-.21,-.22,-.26,-.17,-.19
1957,-.09,-.03,-.05,.00,.09,.15,.02,.15,.09,.01,.08,.15,.05,.03,-.06,.01,.11,.06
1958,.39,.22,.08,.01,.06,-.09,.05,-.05,-.03,.04,.02,.01,.06,.07,.25,.05,-.03,.01
1959,.08,.07,.18,.16,.04,.03,.03,-.01,-.06,-.07,-.08,.00,.03,.03,.05,.12,.02,-.07
1960,.00,.13,-.35,-.15,-.08,-.04,-.04,.02,.07,.06,-.11,.19,-.02,-.04,.04,-.19,-.02,.01
1961,.07,.19,.09,.13,.12,.11,.01,.01,.08,.00,.03,-.16,.06,.09,.15,.12,.04,.04
1962,.05,.15,.10,.05,-.06,.03,.02,-.01,.00,.01,.06,-.03,.03,.02,.01,.03,.01,.02
1963,-.03,.18,-.14,-.07,-.06,.05,.06,.22,.17,.15,.15,-.03,.05,.05,.04,-.09,.11,.16
1964,-.09,-.10,-.21,-.32,-.25,-.04,-.04,-.22,-.30,-.31,-.21,-.30,-.20,-.18,-.07,-.26,-.10,-.27
1965,-.08,-.17,-.13,-.19,-.12,-.08,-.13,-.04,-.15,-.05,-.06,-.08,-.11,-.13,-.18,-.15,-.09,-.09
1966,-.19,-.04,.03,-.13,-.12,.01,.08,-.09,-.03,-.17,-.01,-.03,-.06,-.06,-.10,-.07,.00,-.07
1967,-.08,-.21,.05,-.05,.12,-.08,.02,.01,-.06,.09,-.05,-.05,-.02,-.02,-.10,.04,-.02,-.01
1968,-.26,-.14,.20,-.06,-.14,-.09,-.13,-.08,-.19,.09,-.05,-.14,-.08,-.07,-.15,.00,-.10,-.05
1969,-.11,-.18,.01,.17,.18,.03,-.04,.04,.08,.09,.12,.24,.05,.02,-.14,.12,.01,.10
1970,.08,.22,.06,.05,-.03,-.02,.02,-.10,.12,.03,.02,-.12,.03,.06,.18,.03,-.04,.06
1971,-.02,-.15,-.18,-.07,-.05,-.16,-.07,-.01,-.05,-.04,-.07,-.08,-.08,-.08,-.10,-.10,-.08,-.06
1972,-.22,-.18,.03,.00,-.03,.04,.01,.16,.02,.08,.02,.18,.01,-.01,-.16,.00,.07,.04
1973,.29,.32,.29,.27,.23,.19,.13,.05,.09,.10,.04,-.07,.16,.18,.26,.26,.12,.08
1974,-.10,-.27,-.05,-.12,-.04,-.05,-.03,.10,-.08,-.06,-.08,-.08,-.07,-.07,-.14,-.07,.01,-.07
1975,.10,.08,.12,.04,.16,-.01,-.01,-.17,-.02,-.11,-.17,-.17,-.01,-.01,.03,.11,-.06,-.10
1976,-.03,-.06,-.22,-.07,-.20,-.12,-.10,-.12,-.06,-.24,-.06,.11,-.10,-.12,-.09,-.16,-.11,-.12
1977,.19,.23,.24,.26,.33,.27,.20,.18,.02,.03,.16,.03,.18,.18,.17,.28,.22,.07
1978,.06,.10,.19,.17,.09,-.01,.04,-.14,.06,.03,.13,.08,.07,.06,.06,.15,-.04,.07
1979,.09,-.10,.19,.15,.03,.14,.04,.17,.25,.26,.28,.47,.16,.13,.02,.13,.11,.26
1980,.30,.39,.29,.30,.35,.20,.22,.18,.20,.13,.30,.21,.26,.28,.39,.31,.20,.21
1981,.53,.42,.48,.32,.25,.29,.33,.35,.15,.12,.23,.41,.32,.31,.39,.35,.32,.16
1982,.05,.15,.03,.15,.18,.06,.14,.03,.14,.13,.18,.43,.14,.14,.20,.12,.08,.15
1983,.53,.43,.42,.28,.34,.23,.18,.36,.37,.17,.30,.17,.31,.34,.46,.34,.26,.28
1984,.31,.14,.26,.06,.33,.02,.19,.19,.21,.13,.06,-.04,.16,.17,.20,.22,.14,.14
1985,.22,-.04,.17,.12,.15,.15,.04,.17,.13,.12,.05,.14,.12,.10,.05,.15,.12,.10
1986,.26,.37,.30,.22,.21,.12,.11,.16,.03,.15,.10,.13,.18,.18,.26,.25,.13,.10
1987,.32,.43,.18,.24,.26,.35,.40,.25,.35,.33,.29,.46,.32,.29,.29,.23,.33,.32
1988,.57,.44,.52,.43,.44,.40,.33,.39,.37,.38,.12,.29,.39,.40,.49,.46,.38,.29
1989,.12,.30,.36,.29,.18,.15,.35,.33,.35,.29,.20,.37,.27,.27,.24,.28,.28,.28
1990,.42,.44,.80,.56,.46,.37,.46,.34,.23,.45,.46,.40,.45,.45,.41,.61,.39,.38
1991,.43,.50,.36,.51,.34,.53,.48,.39,.44,.29,.30,.32,.41,.41,.44,.40,.47,.34
1992,.48,.40,.48,.28,.31,.26,.09,.08,-.01,.07,.03,.22,.22,.23,.40,.36,.14,.03
1993,.35,.37,.36,.28,.28,.23,.25,.11,.11,.24,.04,.18,.23,.24,.31,.31,.20,.13
1994,.26,.02,.29,.41,.28,.43,.30,.22,.31,.43,.45,.39,.32,.30,.15,.33,.32,.39
1995,.53,.79,.47,.47,.27,.43,.46,.45,.33,.46,.45,.26,.45,.46,.57,.40,.45,.41
1996,.24,.46,.33,.33,.27,.26,.37,.48,.26,.22,.42,.37,.33,.32,.32,.31,.37,.30
1997,.32,.41,.52,.34,.35,.55,.34,.41,.52,.61,.65,.59,.47,.45,.37,.40,.43,.59
1998,.58,.88,.63,.64,.68,.77,.66,.65,.42,.42,.43,.55,.61,.61,.69,.65,.70,.42
1999,.48,.64,.33,.32,.26,.36,.39,.31,.39,.34,.37,.40,.38,.39,.56,.30,.35,.37
2000,.25,.56,.55,.56,.35,.40,.39,.42,.39,.27,.30,.28,.39,.40,.40,.49,.40,.32
2001,.45,.44,.55,.50,.57,.53,.59,.48,.52,.50,.72,.55,.53,.51,.39,.54,.53,.58
2002,.77,.78,.88,.58,.64,.53,.61,.53,.64,.54,.59,.44,.63,.64,.70,.70,.56,.59
2003,.75,.58,.60,.55,.60,.48,.58,.64,.62,.72,.53,.75,.62,.59,.59,.58,.56,.62
2004,.58,.72,.63,.61,.37,.44,.26,.45,.50,.61,.73,.51,.53,.55,.68,.53,.38,.61
2005,.75,.60,.74,.67,.63,.65,.61,.60,.72,.76,.74,.68,.68,.66,.62,.68,.62,.74
2006,.56,.74,.63,.47,.48,.67,.54,.71,.66,.71,.73,.79,.64,.63,.66,.53,.64,.70
2007,1.01,.70,.71,.77,.69,.61,.60,.60,.60,.59,.59,.50,.66,.69,.83,.72,.60,.60
2008,.30,.38,.75,.54,.50,.50,.60,.45,.60,.67,.69,.54,.54,.54,.39,.59,.52,.66
2009,.65,.53,.53,.61,.65,.63,.74,.69,.72,.65,.80,.67,.66,.64,.57,.60,.69,.72
2010,.75,.84,.92,.85,.75,.68,.63,.67,.63,.71,.81,.45,.72,.74,.75,.84,.66,.72
2011,.52,.47,.65,.64,.53,.62,.71,.74,.56,.65,.60,.60,.61,.60,.48,.61,.69,.60
2012,.47,.48,.57,.73,.78,.65,.59,.66,.72,.80,.78,.53,.65,.65,.52,.69,.63,.77
2013,.71,.62,.67,.53,.60,.70,.60,.70,.77,.69,.83,.70,.68,.66,.62,.60,.67,.76
2014,.76,.55,.78,.81,.87,.67,.58,.83,.88,.80,.67,.79,.75,.74,.67,.82,.70,.79
2015,.86,.91,.96,.75,.80,.82,.73,.80,.84,1.08,1.06,1.17,.90,.87,.86,.84,.78,.99
2016,1.18,1.37,1.35,1.09,.96,.81,.84,1.01,.90,.87,.91,.86,1.01,1.04,1.24,1.13,.89,.89
2017,1.02,1.13,1.16,.94,.91,.71,.82,.87,.74,.88,.87,.93,.92,.91,1.01,1.00,.80,.83
2018,.82,.85,.88,.88,.81,.77,.84,.78,.80,1.02,.83,.93,.85,.85,.87,.86,.80,.89
2019,.93,.96,1.17,1.01,.86,.90,.94,.95,.93,1.00,.99,1.12,.98,.96,.94,1.01,.93,.97
2020,1.18,1.24,1.18,1.12,.99,.91,.89,.86,.96,.87,1.09,.80,1.01,1.03,1.18,1.10,.89,.97
2021,.82,.64,.89,.76,.79,.85,.92,.81,.92,.98,.93,.88,.85,.84,.75,.81,.86,.94
2022,.91,.89,1.05,.83,.84,.93,.94,.94,.88,.97,.73,.80,.89,.90,.90,.91,.94,.86
2023,.88,.97,1.23,.99,.94,1.09,1.19,1.19,1.48,1.35,1.40,1.36,1.17,1.12,.88,1.05,1.16,1.41
2024,1.25,1.44,1.40,1.32,1.16,1.23,1.20,1.30,1.21,1.35,1.30,1.27,1.29,1.29,1.35,1.29,1.25,1.29
2025,1.38,1.26,1.37,1.25,1.08,1.07,1.02,1.18,1.25,1.19,1.21,1.06,1.19,1.21,1.30,1.23,1.09,1.22
2026,1.09,1.25,1.32,1.17,1.13,1.18,1.25,1.40,***,***,***,***,***,***,1.13,1.21,1.28,***
