Land-Ocean: Northern Hemispheric Means
Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,J-D,D-N,DJF,MAM,JJA,SON
1926,.54,.19,.38,-.13,-.22,-.21,-.20,-.07,-.03,.07,.16,-.30,.02,.06,.32,.01,-.16,.07
1927,-.29,-.07,-.47,-.26,-.14,-.15,-.09,-.16,.03,.25,.10,-.37,-.13,-.13,-.22,-.29,-.13,.13
1928,.26,.08,-.23,-.32,-.17,-.33,-.11,-.19,-.15,-.09,.04,-.03,-.10,-.13,-.01,-.24,-.21,-.07
1929,-.56,-.79,-.19,-.35,-.27,-.40,-.36,-.21,-.21,-.02,-.03,-.66,-.34,-.28,-.46,-.27,-.32,-.08
1930,-.13,-.19,.12,-.15,-.20,-.12,-.04,.01,-.02,.02,.44,.08,-.01,-.07,-.32,-.08,-.05,.15
1931,.01,-.22,-.06,-.20,-.14,.15,.07,.09,.18,.37,.25,.10,.05,.05,-.04,-.14,.10,.27
1932,.39,-.19,-.21,.10,-.11,-.15,-.15,-.08,.10,.14,-.33,-.22,-.06,-.03,.10,-.07,-.12,-.03
1933,-.19,-.30,-.31,-.17,-.26,-.32,-.14,-.15,-.28,-.17,-.24,-.55,-.26,-.23,-.24,-.24,-.20,-.23
1934,-.15,.32,-.27,-.29,.07,-.02,-.05,-.11,-.14,.12,.26,.17,-.01,-.07,-.12,-.16,-.06,.08
1935,-.41,.56,.03,-.36,-.29,-.16,-.05,-.07,-.06,.11,-.32,-.17,-.10,-.07,.11,-.21,-.09,-.09
1936,-.29,-.51,-.13,-.07,-.01,.03,.07,.01,.06,.07,.14,.14,-.04,-.07,-.32,-.07,.04,.09
1937,.08,.24,-.23,-.07,.11,.14,.14,.15,.28,.32,.23,-.01,.11,.13,.15,-.06,.14,.28
1938,.35,.28,.34,.31,.02,-.07,-.03,.07,.14,.31,.30,-.13,.16,.17,.21,.22,-.01,.25
1939,.02,-.02,-.25,-.09,.00,-.01,.05,.07,.12,.07,.24,.77,.08,.01,-.04,-.11,.04,.14
1940,-.11,.14,.02,.27,.15,.16,.14,.06,.25,.27,.29,.35,.17,.20,.27,.15,.12,.27
1941,.17,.46,.12,.12,.23,.20,.25,.18,.10,.50,.17,.19,.22,.24,.33,.16,.21,.26
1942,.39,-.09,-.01,.08,.16,.10,-.02,-.09,.10,.27,.25,.25,.12,.11,.16,.08,.00,.21
1943,-.10,.38,-.01,.31,.22,-.07,-.03,.10,.13,.46,.36,.37,.18,.17,.18,.17,.00,.32
1944,.62,.43,.31,.18,.23,.17,.14,.17,.36,.44,.20,.00,.27,.30,.48,.24,.16,.33
1945,.12,-.05,.10,.30,.08,.08,.07,.29,.21,.25,.09,-.21,.11,.13,.02,.16,.15,.18
1946,.35,.09,.12,.32,.03,-.05,-.04,-.10,-.03,.02,.07,-.45,.03,.05,.08,.16,-.06,.02
1947,-.04,-.03,.29,.23,.07,.00,-.03,-.04,-.01,.40,.19,-.05,.08,.05,-.18,.19,-.02,.19
1948,.30,-.15,-.27,-.03,.17,.04,.01,.03,-.03,.08,.03,-.39,-.02,.01,.04,-.04,.03,.03
1949,.23,-.09,.04,-.03,.00,-.20,-.11,-.05,-.10,.06,.05,-.14,-.03,-.05,-.09,.00,-.12,.01
1950,-.29,-.27,.06,-.22,-.05,-.07,-.19,-.20,-.09,-.06,-.34,-.13,-.15,-.15,-.23,-.07,-.15,-.16
1951,-.36,-.51,-.18,.07,.17,-.02,.08,.22,.34,.28,.08,.38,.04,.00,-.33,.02,.09,.23
1952,.16,.17,-.22,.18,.15,.16,.14,.07,.14,-.01,-.21,.01,.06,.09,.24,.04,.12,-.03
1953,.23,.37,.25,.41,.25,.25,.22,.18,.17,.27,.09,.23,.24,.23,.21,.30,.22,.18
1954,-.24,.00,-.16,-.01,-.07,-.04,-.11,-.01,.09,.13,.34,-.11,-.02,.01,-.01,-.08,-.05,.19
1955,.43,-.12,-.43,-.24,-.13,-.10,-.05,.07,-.01,.12,-.34,-.28,-.09,-.08,.07,-.27,-.03,-.08
1956,-.04,-.31,-.23,-.26,-.30,-.20,-.20,-.28,-.32,-.28,-.26,-.11,-.23,-.25,-.21,-.26,-.22,-.29
1957,-.13,-.05,-.10,-.09,-.05,.12,.11,.16,.13,.06,.12,.24,.04,.01,-.10,-.08,.13,.10
1958,.69,.28,.16,.03,.12,.05,.05,.13,.07,.08,.03,.18,.15,.16,.40,.10,.08,.06
1959,.24,.17,.33,.22,.04,.14,.05,.10,.14,-.04,.03,.10,.13,.13,.19,.20,.10,.04
1960,.16,.42,-.40,-.12,.04,.19,.09,.11,.12,.05,-.08,.40,.08,.06,.23,-.16,.13,.03
1961,.17,.29,.22,.14,.07,.18,.06,.05,-.03,-.03,.08,-.17,.09,.13,.29,.14,.09,.00
1962,.28,.36,.30,.22,.02,-.13,.10,.03,-.02,.13,.12,.10,.13,.10,.16,.18,.00,.08
1963,.08,.50,-.11,.04,-.04,-.04,.10,.14,.13,.42,.43,.03,.14,.15,.23,-.04,.07,.33
1964,-.04,-.02,-.32,-.30,-.10,-.09,-.13,-.23,-.28,-.31,-.21,-.27,-.19,-.17,-.01,-.24,-.15,-.27
1965,-.02,-.37,-.10,-.26,-.14,-.20,-.18,-.20,-.20,-.02,.04,-.08,-.14,-.16,-.22,-.16,-.20,-.06
1966,-.25,.03,.00,-.22,-.05,.06,.11,.14,.06,-.10,.02,-.03,-.02,-.02,-.10,-.09,.10,-.01
1967,-.18,-.37,.23,.05,.21,-.06,.04,.06,-.03,.29,.04,.02,.03,.02,-.19,.16,.02,.10
1968,-.29,-.16,.44,.00,-.06,-.05,-.08,-.08,-.05,-.01,-.21,-.33,-.07,-.04,-.14,.13,-.07,-.09
1969,-.43,-.46,-.20,.03,.11,-.04,.06,.05,.04,.03,.15,.31,-.03,-.08,-.40,-.02,.02,.07
1970,-.03,.27,-.07,-.02,.00,.02,-.04,-.05,-.05,-.20,.01,-.31,-.04,.01,.18,-.03,-.03,-.08
1971,-.15,-.21,-.28,-.20,-.12,-.14,-.13,-.16,-.14,-.16,-.02,-.14,-.15,-.17,-.22,-.20,-.14,-.11
1972,-.54,-.52,.01,-.12,-.15,-.10,-.05,-.09,-.26,-.04,-.20,-.04,-.18,-.18,-.40,-.09,-.08,-.17
1973,.15,.43,.31,.18,.09,.16,.04,.03,-.09,-.08,-.10,-.04,.09,.09,.18,.20,.07,-.09
1974,-.26,-.35,.03,-.10,-.19,-.18,-.13,-.11,-.16,-.23,-.21,-.27,-.18,-.16,-.22,-.09,-.14,-.20
1975,.16,.09,.10,.05,-.02,-.08,-.06,-.14,-.08,-.18,-.31,-.22,-.06,-.06,-.01,.04,-.09,-.19
1976,.05,-.12,-.31,.02,-.26,-.20,-.27,-.21,-.12,-.51,-.32,-.26,-.21,-.21,-.10,-.18,-.22,-.32
1977,-.16,.11,.26,.25,.23,.22,.08,.02,.12,-.02,.27,.02,.12,.09,-.10,.24,.11,.13
1978,.16,.04,.21,.07,-.06,-.14,-.07,-.14,-.01,.00,.16,.02,.02,.02,.07,.07,-.12,.05
1979,-.05,-.36,.18,-.17,.01,.07,.05,.04,.19,.23,.24,.54,.08,.04,-.13,.01,.06,.22
1980,.21,.40,.07,.15,.26,.18,.13,.09,.10,.11,.20,.08,.17,.20,.38,.16,.14,.14
1981,.80,.62,.68,.39,.18,.27,.09,.16,.13,.23,.35,.54,.37,.33,.50,.42,.17,.24
1982,-.14,.16,.06,.17,.09,.01,.04,-.07,.06,.00,-.11,.38,.05,.07,.19,.10,-.01,-.02
1983,.55,.35,.42,.06,.05,.10,.20,.25,.26,.12,.49,.11,.25,.27,.42,.18,.19,.29
1984,.33,.02,.18,-.07,.23,.09,.08,.05,-.04,.08,-.10,-.42,.04,.08,.15,.11,.07,-.02
1985,.07,-.30,.00,-.04,.09,.00,-.08,-.02,.02,.02,.02,.16,.00,-.05,-.21,.02,-.03,.02
1986,.36,.31,.26,.15,.19,.14,-.02,.04,-.02,.09,.04,.06,.13,.14,.28,.20,.05,.03
1987,.25,.50,.00,.07,.23,.16,.25,.27,.39,.22,.10,.50,.25,.21,.27,.10,.23,.24
1988,.59,.46,.47,.44,.43,.40,.42,.26,.26,.23,.05,.42,.37,.38,.52,.45,.36,.18
1989,.08,.39,.45,.32,.22,.24,.31,.26,.23,.25,.11,.33,.27,.27,.30,.33,.27,.20
1990,.47,.54,1.16,.71,.50,.48,.33,.41,.42,.48,.46,.38,.53,.52,.45,.79,.40,.45
1991,.59,.57,.46,.56,.33,.47,.43,.35,.36,.29,.32,.20,.41,.43,.51,.45,.42,.32
1992,.61,.50,.54,.16,.19,.04,-.10,-.07,-.18,-.17,-.09,.21,.14,.14,.44,.30,-.04,-.15
1993,.39,.52,.39,.23,.32,.22,.12,.02,-.06,.12,-.21,.22,.19,.19,.37,.31,.12,-.05
1994,.34,-.05,.49,.48,.39,.41,.33,.32,.33,.54,.50,.36,.37,.36,.17,.45,.36,.46
1995,.75,1.19,.59,.72,.42,.50,.37,.54,.43,.60,.57,.27,.58,.59,.77,.57,.47,.53
1996,.27,.54,.32,.17,.35,.25,.29,.18,.04,.04,.35,.35,.26,.26,.36,.28,.24,.14
1997,.34,.60,.74,.49,.42,.49,.41,.48,.52,.63,.59,.51,.52,.51,.43,.55,.46,.58
1998,.62,1.04,.72,.87,.66,.73,.75,.72,.61,.54,.49,.74,.71,.69,.72,.75,.73,.54
1999,.59,1.00,.29,.54,.36,.35,.35,.30,.40,.39,.53,.66,.48,.49,.78,.40,.33,.44
2000,.39,.89,.84,.88,.55,.44,.41,.47,.36,.29,.20,.27,.50,.53,.65,.76,.44,.28
2001,.56,.46,.76,.60,.69,.51,.63,.68,.56,.60,.97,.65,.64,.61,.43,.68,.61,.71
2002,1.01,1.14,1.11,.51,.52,.68,.66,.55,.62,.53,.78,.43,.71,.73,.94,.71,.63,.65
2003,.93,.56,.66,.61,.72,.54,.68,.86,.78,.99,.66,.98,.75,.70,.64,.66,.69,.81
2004,.66,.91,.87,.70,.52,.47,.50,.55,.59,.70,.98,.44,.66,.70,.85,.70,.50,.76
2005,.94,.72,.95,.93,.77,.78,.75,.69,.89,.95,1.06,.83,.86,.82,.70,.88,.74,.97
2006,.65,.96,.78,.60,.76,.81,.69,.68,.82,.98,.94,1.15,.82,.79,.81,.71,.73,.91
2007,1.45,.90,.93,1.07,.71,.65,.64,.72,.68,.84,.82,.77,.85,.88,1.17,.90,.67,.78
2008,.33,.59,1.14,.65,.61,.61,.60,.58,.56,.85,.97,.65,.68,.69,.56,.80,.60,.79
2009,.82,.70,.58,.70,.65,.66,.68,.72,.85,.78,.85,.67,.72,.72,.72,.64,.69,.83
2010,.80,.95,1.11,1.14,.94,.84,.89,.85,.69,.88,1.21,.52,.90,.91,.81,1.06,.86,.93
2011,.62,.55,.89,.83,.66,.76,.71,.71,.73,.90,.65,.87,.74,.71,.56,.79,.73,.76
2012,.65,.58,.69,1.06,.96,.94,.85,.76,.85,.90,.96,.45,.80,.84,.70,.91,.85,.91
2013,.85,.78,.82,.67,.77,.78,.69,.73,.69,.83,1.13,.84,.80,.77,.69,.75,.73,.88
2014,.98,.71,1.20,1.10,.90,.81,.77,.91,.84,.93,.82,1.11,.92,.90,.84,1.06,.83,.86
2015,1.19,1.20,1.32,1.02,1.05,1.06,.92,1.02,1.18,1.29,1.37,1.54,1.18,1.14,1.17,1.13,1.00,1.28
2016,1.56,1.93,1.89,1.47,1.11,1.13,1.05,1.12,1.23,1.03,1.11,1.04,1.31,1.35,1.68,1.49,1.10,1.12
2017,1.39,1.51,1.51,1.19,.93,.93,.98,1.02,.99,1.03,1.21,1.37,1.17,1.14,1.31,1.21,.98,1.07
2018,1.13,1.23,1.18,.97,1.01,.87,.93,.90,.98,1.23,.97,1.10,1.04,1.06,1.24,1.05,.90,1.06
2019,1.19,1.13,1.55,1.25,1.02,1.20,1.03,1.11,1.22,1.29,1.19,1.41,1.22,1.19,1.14,1.27,1.12,1.23
2020,1.59,1.69,1.67,1.39,1.26,1.14,1.11,1.12,1.20,1.20,1.57,1.19,1.34,1.36,1.56,1.44,1.12,1.32
2021,1.26,.95,1.21,1.13,1.05,1.22,1.08,1.03,1.05,1.29,1.30,1.18,1.14,1.15,1.13,1.13,1.11,1.21
2022,1.24,1.16,1.41,1.09,1.03,1.13,1.07,1.17,1.15,1.32,1.10,1.07,1.16,1.17,1.19,1.18,1.12,1.19
2023,1.29,1.28,1.64,1.01,1.13,1.20,1.45,1.57,1.68,1.88,1.96,1.85,1.50,1.43,1.21,1.26,1.41,1.84
2024,1.67,1.93,1.78,1.79,1.45,1.54,1.42,1.43,1.56,1.75,1.89,1.71,1.66,1.67,1.82,1.67,1.46,1.73
2025,1.85,1.63,1.84,1.60,1.22,1.20,1.23,1.29,1.41,1.49,1.68,1.42,1.49,1.51,1.73,1.56,1.24,1.53
2026,1.40,1.60,1.62,1.39,1.30,1.45,1.54,1.67,***,***,***,***,***,***,1.47,1.44,1.56,***
